qt_tok_dom_ponto,qt_tok_dom_hifen,qt_tok_dom_underline,qt_tok_dir_ponto,qt_tok_dir_barra,qt_tok_dir_interrog,qt_tok_dir_igualdade,qt_tok_dir_hifen,qt_tok_dir_underline,qt_tok_dir_arroba,qt_tok_dir_exclam,at_tok_dir_til,qt_tok_arq_ponto,qt_tok_arq_interrog,qt_tok_arq_igualdade,qt_tok_arq_hifen,qt_tok_arq_underline,qt_tok_arq_arroba,qt_tok_arq_exclam,at_tok_arq_til,qt_tok_par_ponto,qt_tok_par_barra,qt_tok_par_interrog,qt_tok_par_igualdade,qt_tok_par_hifen,qt_tok_par_underline,qt_tok_par_arroba,qt_tok_par_ecomerc,qt_tok_par_exclam,at_tok_par_til,qt_params,qt_tok_url_ponto,qt_tok_url_barra,qt_tok_url_interrog,qt_tok_url_igualdade,qt_tok_url_hifen,qt_tok_url_underline,qt_tok_url_arroba,qt_tok_url_ecomerc,qt_tok_url_exclam,at_tok_url_til,pres_tld_arg,comp_dominio,comp_diretorio,comp_arquivo,comp_params,comp_url,mal_phi,presenca_marca,ip_assoc,sn_assoc,data_tempo_ativo,geo_localizacao,rank_google,rank_alexa,rbl_check,classe
2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,28,6,0,0,34,0,0,1,0,5137,US,0,-1,4,benigna
2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,28,11,0,0,39,0,0,1,0,5137,US,0,-1,4,benigna
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,28,0,0,0,28,0,0,1,0,988,US,0,-1,4,benigna
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,22,0,0,0,22,0,0,1,0,5137,US,0,-1,4,benigna
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,22,0,0,0,22,0,0,1,0,5138,US,0,18,4,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,1,0,1556,US,1,-1,5,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,1,0,0,US,1,-1,4,benigna
2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,16,8,8,0,32,0,0,1,0,0,US,1,-1,4,benigna
2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,16,8,8,0,32,0,0,1,0,0,US,1,3,4,benigna
2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,16,8,6,0,30,0,0,1,0,0,US,1,-1,4,benigna
2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,16,8,6,0,30,0,0,1,0,0,US,1,-1,4,benigna
1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,9,8,0,0,17,0,0,1,2,5768,US,4,-1,8,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,1,0,65,US,1,-1,4,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,1,2,798,US,3,-1,8,benigna
2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,26,0,16,0,42,0,0,1,0,5137,US,-1,-1,4,benigna
2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,26,0,16,0,42,0,0,1,0,5138,US,-1,18,4,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,2,2,1424,US,3,-1,8,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,1,2,3210,US,0,-1,8,benigna
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,15,10,0,0,25,0,0,1,2,3442,US,2,6,8,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,1,0,5137,US,0,-1,4,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,1,0,5138,US,0,18,4,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,1,2,4790,US,4,18,5,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,1,2,4791,US,4,18,5,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,1,2,3210,US,2,-1,8,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,1,0,5073,US,1,-1,4,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,1,2,2874,US,4,-1,8,benigna
2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,21,0,9,0,30,0,0,1,0,5137,US,-1,-1,4,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,1,2,2608,US,3,-1,8,benigna
2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,22,13,0,0,35,0,2,1,0,5137,US,-1,-1,4,benigna
2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,22,13,0,0,35,0,2,1,0,5138,US,-1,18,4,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,1,0,5137,US,0,-1,4,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,1,0,5137,US,-1,-1,4,benigna
2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,25,0,10,0,35,0,0,1,0,5137,US,-1,-1,4,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,1,2,3210,US,4,-1,8,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,20,14,9,6,49,0,0,5,2,1490,US,5,5,8,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,20,9,11,6,46,0,0,5,2,1490,US,5,-1,8,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,1,2,2901,US,3,-1,8,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,1,0,5137,US,1,-1,4,benigna
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,13,7,0,0,20,0,0,1,2,1273,US,2,-1,10,benigna
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,1,0,5137,US,-1,-1,4,benigna
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,19,21,0,0,40,0,2,1,2,3183,US,4,-1,8,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,1,3,4813,US,4,2,10,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,6,10,0,30,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,9,0,32,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,10,0,33,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,23,0,46,0,3,1,3,4812,US,4,-1,11,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,9,0,32,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,26,0,49,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,14,0,37,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,20,0,43,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,27,0,50,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,22,0,45,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,13,0,36,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,17,0,40,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,13,0,36,0,0,1,3,4812,US,4,2,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,13,0,36,0,3,1,3,4812,US,4,2,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,23,0,46,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,26,0,49,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,16,0,39,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,21,0,44,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,24,0,47,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,14,0,37,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,10,0,33,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,20,0,43,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,10,0,33,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,15,0,38,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,9,0,32,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,25,0,48,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,9,0,32,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,22,0,45,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,16,0,39,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,16,0,39,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,16,0,39,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,3,1,3,4812,US,4,2,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,16,0,39,0,0,1,3,4812,US,4,2,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,11,0,34,0,0,1,3,4812,US,4,2,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,22,0,45,0,3,1,3,4812,US,4,2,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,15,0,38,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,14,0,37,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,20,0,43,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,24,0,47,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,13,0,36,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,24,0,47,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,13,0,36,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,17,0,40,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,12,0,35,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,11,0,34,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,22,0,45,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,18,0,41,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,15,0,38,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,14,0,37,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,14,0,37,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,15,0,38,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,10,0,33,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,19,0,42,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,24,0,47,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,24,0,47,0,3,1,3,4812,US,4,-1,12,benigna
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,9,14,0,37,0,0,1,3,4812,US,4,-1,12,benigna
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,13,0,13,0,26,0,0,1,2,1273,US,3,-1,12,benigna
